1065,70,M,22,210,0
1066,71,M,19,200,1
1067,69,M,19,162,0
1069,65,F,45,160,0
1070,70,M,21,180,0
1071,67,F,21,150,0
1072,72,F,18,160,1
1073,66,F,18,140,0
1074,66,F,19,130,0
1075,70,F,21,185,1
1076,67,F,21,155,0
1077,66,F,21,160,0
1079,66,F,21,145,0
1079,66,F,21,140,0
1079,66,F,21,140,0
1102,68,F,18,135,0
1103,70,M,21,138,0
1104,67,M,19,125,0
1104,67,M,19,125,0
1105,66,M,20,170,0
1109,68,F,18,135,0
1117,68,F,19,135,0
1117,68,F,19,120,0
1117,68,F,19,135,0
1117,68,F,19,135,0
1118,70,M,19,175,0
1119,69,M,18,170,0
1120,67,M,23,170,0
1121,73,M,19,170,1
1121,73,M,19,170,1
1123,76,M,21,220,0
1124,76,M,22,215,0
1125,64,M,18,145,0
1126,72,M,20,160,0
1127,67,M,20,155,0
1128,74,M,48,227,0
1129,71,M,25,180,0
1130,70,M,19,135,0
1131,69,M,19,160,0
1132,66,M,18,115,0
1133,69,M,20,140,0
1133,69,M,20,140,0
1135,73,M,20,165,0
1138,62,F,18,,0
1139,83,M,32,185,0
1143,69,M,21,155,0
1144,66,M,19,,1
1145,69,M,19,220,1
1146,63,F,19,140,0
1148,69,M,18,162,0
1149,66,M,19,165,0
1150,70,M,20,180,0
1151,,F,19,,1
1151,,F,19,,1
1152,72,M,18,215,0
1153,70,M,18,160,0
1155,74,M,20,210,1
1156,67,M,21,170,0
1157,66,F,18,125,0
1158,76,M,20,191,1
1159,71,M,22,165,0
1160,69,M,22,150,0
1161,70,M,21,150,0
1162,67,M,19,199,1
1163,71,M,19,165,0
1164,64,F,21,132,0
1165,72,M,18,130,0
1166,67,F,21,105,0
1167,69,F,18,,0
1168,75,M,18,160,0
1169,67,M,18,170,0
1170,66,F,20,190,0
1171,72,M,20,220,0
1172,71,M,18,,0
1173,65,M,19,125,0
1174,63,F,18,,0
1175,70,M,20,145,0
1176,69,M,24,160,0
1177,63,F,22,120,0
1178,67,F,19,129,0
1179,70,M,19,280,0
1180,66,F,18,130,0
1181,66,M,18,150,0
1182,70,M,20,180,0
1183,76,M,18,190,0
1184,,,,,
1185,66,M,19,165,0
1186,63,F,21,125,0
1187,73,M,20,160,0
1188,72,M,18,225,0
1189,72,M,18,175,0
1238,72,M,22,140,1
1238,72,M,22,135,1
1238,72,M,22,140,1
1238,72,M,22,140,1
1277,70,M,33,165,0
1303,66,M,22,127,0
1319,74,M,39,230,0
1319,74,M,49,230,0
1319,74,M,49,230,0
1320,76,M,22,130,0
1320,76,F,22,130,0
1320,76,M,22,130,0
1320,76,M,22,130,0
1526,72,M,48,144,0
1526,72,M,46,144,0
1580,64,M,,140,0
1581,72,M,18,,0
1582,63,F,19,140,0
1583,66,F,18,130,0
1585,71,M,19,205,
1586,72,M,19,240,1
1587,72,M,19,185,0
1588,71,M,20,178,0
1589,76,M,21,290,0
1590,69,M,19,165,0
1591,66,M,21,130,0
1592,64,F,19,160,0
1593,74,M,21,190,0
1594,70,F,21,140,1
1595,70,M,26,,0
1596,69,M,18,155,0
1603,69,M,26,240,0
1603,69,M,26,250,0
1606,67,F,20,140,0
1607,72,M,19,182,0
1608,64,F,21,130,1
1609,64,F,19,115,0
1610,69,M,19,180,0
1611,74,M,20,182,0
1612,66,F,20,120,0
1613,62,F,20,140,0
1614,65,F,21,,0
1615,72,M,22,186,0
1616,67,F,21,119,0
1617,71,F,21,175,0
1621,,,,,
1622,69,M,26,234,0
1623,72,M,22,170,
1624,66,F,23,,0
1625,71,M,,175,
1626,,F,,,1
1627,,M,20,,
1628,68,M,21,160,0
1675,,,,,0
1703,70,M,26,161,0
1708,,,46,,0
1716,72,M,33,88,0
1721,,M,21,,0
1722,68,M,30,120,0
1722,68,M,30,120,0
1724,,,,,0
1724,63,F,15,108,0
1727,67,M,24,85,0
1729,,,,,0
1730,74,M,30,198,0
1731,64,M,23,66,0
1732,69,M,,,0
1733,,M,,,0
1736,68,F,22,145,0
1738,,M,,,0
1739,,,,,0
1740,66,M,25,120,1
1742,67,M,26,202,0
1745,68,F,22,145,0
1750,67,M,24,132,0
1758,70,M,51,165,1
1760,37,M,32,,1
1760,,M,32,20,0
1760,,,,,0
1761,64,F,21,151.4,0
1763,64,F,46,140,0
1767,72,M,31,220,0
1769,70,M,30,198,0
1775,65,F,38,112,0
1776,,M,37,,0
1783,69,M,49,202,0
1791,61,F,48,97,0
1793,67,F,35,140,0
1798,73,M,36,198,0
1807,48,M,23,50,0
1809,72,M,30,275,0
1812,69,M,64,185,0
1812,69,M,64,185,0
1812,66,M,64,185,0
1812,66,M,44,185,0
